<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.09.02	03:00:00	1.10445	1.10559	1.10419	1.10535	1676	0	2
2024.09.02	04:00:00	1.10535	1.10556	1.10502	1.10514	1913	0	2
2024.09.02	05:00:00	1.10513	1.10536	1.10458	1.10513	1632	0	2
2024.09.02	06:00:00	1.10514	1.10554	1.10484	1.10484	1468	0	2
2024.09.02	07:00:00	1.10485	1.10486	1.10439	1.10484	969	0	2
2024.09.02	08:00:00	1.10485	1.10564	1.10453	1.10552	1292	0	2
2024.09.02	09:00:00	1.10552	1.10704	1.10548	1.10658	2580	0	2
2024.09.02	10:00:00	1.10657	1.10686	1.10558	1.10666	4557	0	2
2024.09.02	11:00:00	1.10666	1.10774	1.10640	1.10674	4428	0	2
2024.09.02	12:00:00	1.10675	1.10729	1.10635	1.10690	3614	0	2
2024.09.02	13:00:00	1.10690	1.10705	1.10613	1.10663	2807	0	2
2024.09.02	14:00:00	1.10664	1.10689	1.10596	1.10597	3367	0	2
2024.09.02	15:00:00	1.10596	1.10713	1.10584	1.10679	3301	0	2
2024.09.02	16:00:00	1.10680	1.10720	1.10663	1.10679	3208	0	2
2024.09.02	17:00:00	1.10678	1.10715	1.10600	1.10690	3738	0	2
2024.09.02	18:00:00	1.10688	1.10708	1.10637	1.10678	1861	0	2
2024.09.02	19:00:00	1.10679	1.10682	1.10622	1.10657	1010	0	2
2024.09.02	20:00:00	1.10657	1.10686	1.10657	1.10686	242	0	3
2024.09.02	21:00:00	1.10684	1.10715	1.10683	1.10707	274	0	3
2024.09.02	22:00:00	1.10707	1.10726	1.10705	1.10721	209	0	3
2024.09.02	23:00:00	1.10720	1.10723	1.10705	1.10714	242	0	3
2024.09.03	00:00:00	1.10668	1.10722	1.10668	1.10706	521	0	13
2024.09.03	01:00:00	1.10704	1.10728	1.10665	1.10667	428	0	2
2024.09.03	02:00:00	1.10667	1.10682	1.10645	1.10672	707	0	2
2024.09.03	03:00:00	1.10672	1.10688	1.10589	1.10605	2309	0	2
2024.09.03	04:00:00	1.10605	1.10683	1.10600	1.10669	2314	0	2
2024.09.03	05:00:00	1.10670	1.10703	1.10629	1.10636	1621	0	2
2024.09.03	06:00:00	1.10636	1.10636	1.10574	1.10580	1667	0	2
2024.09.03	07:00:00	1.10578	1.10587	1.10539	1.10542	1846	0	2
2024.09.03	08:00:00	1.10542	1.10600	1.10539	1.10594	1939	0	2
2024.09.03	09:00:00	1.10594	1.10616	1.10510	1.10616	3717	0	2
2024.09.03	10:00:00	1.10616	1.10677	1.10555	1.10560	5850	0	2
2024.09.03	11:00:00	1.10560	1.10597	1.10480	1.10485	5490	0	2
2024.09.03	12:00:00	1.10485	1.10505	1.10341	1.10400	5483	0	2
2024.09.03	13:00:00	1.10399	1.10419	1.10331	1.10357	4368	0	2
2024.09.03	14:00:00	1.10356	1.10428	1.10337	1.10362	4216	0	2
2024.09.03	15:00:00	1.10363	1.10526	1.10335	1.10478	5993	0	2
2024.09.03	16:00:00	1.10480	1.10634	1.10480	1.10610	8919	0	2
2024.09.03	17:00:00	1.10585	1.10696	1.10370	1.10420	13752	0	2
2024.09.03	18:00:00	1.10422	1.10445	1.10359	1.10423	5537	0	2
2024.09.03	19:00:00	1.10423	1.10472	1.10379	1.10392	3532	0	2
2024.09.03	20:00:00	1.10392	1.10400	1.10263	1.10279	2879	0	2
2024.09.03	21:00:00	1.10279	1.10392	1.10265	1.10379	2688	0	2
2024.09.03	22:00:00	1.10379	1.10421	1.10373	1.10417	2826	0	2
2024.09.03	23:00:00	1.10418	1.10443	1.10396	1.10443	992	0	2
2024.09.04	00:00:00	1.10360	1.10451	1.10357	1.10448	1004	0	9
2024.09.04	01:00:00	1.10448	1.10468	1.10396	1.10456	1072	0	2
2024.09.04	02:00:00	1.10457	1.10505	1.10450	1.10484	1637	0	2
2024.09.04	03:00:00	1.10484	1.10513	1.10464	1.10482	3227	0	2
2024.09.04	04:00:00	1.10482	1.10563	1.10475	1.10530	2773	0	2
2024.09.04	05:00:00	1.10532	1.10563	1.10493	1.10526	1827	0	2
2024.09.04	06:00:00	1.10526	1.10552	1.10503	1.10540	1356	0	2
2024.09.04	07:00:00	1.10539	1.10571	1.10535	1.10563	1243	0	2
2024.09.04	08:00:00	1.10563	1.10599	1.10545	1.10578	1807	0	2
2024.09.04	09:00:00	1.10579	1.10579	1.10473	1.10533	3910	0	2
2024.09.04	10:00:00	1.10534	1.10629	1.10467	1.10559	6428	0	2
2024.09.04	11:00:00	1.10558	1.10588	1.10496	1.10517	4384	0	2
2024.09.04	12:00:00	1.10519	1.10586	1.10502	1.10532	3371	0	2
2024.09.04	13:00:00	1.10532	1.10558	1.10500	1.10530	2800	0	2
2024.09.04	14:00:00	1.10530	1.10539	1.10427	1.10502	3834	0	2
2024.09.04	15:00:00	1.10503	1.10526	1.10399	1.10525	4592	0	2
2024.09.04	16:00:00	1.10524	1.10591	1.10499	1.10571	5852	0	2
2024.09.04	17:00:00	1.10573	1.10950	1.10571	1.10897	12273	0	2
2024.09.04	18:00:00	1.10897	1.10918	1.10764	1.10809	5331	0	2
2024.09.04	19:00:00	1.10809	1.10868	1.10758	1.10844	3420	0	2
2024.09.04	20:00:00	1.10842	1.10862	1.10658	1.10661	2879	0	2
2024.09.04	21:00:00	1.10661	1.10768	1.10652	1.10760	3667	0	2
2024.09.04	22:00:00	1.10761	1.10826	1.10750	1.10781	2879	0	2
2024.09.04	23:00:00	1.10782	1.10836	1.10755	1.10820	1392	0	2
2024.09.05	00:00:00	1.10831	1.10834	1.10818	1.10824	359	0	11
2024.09.05	01:00:00	1.10834	1.10865	1.10819	1.10849	751	0	2
2024.09.05	02:00:00	1.10851	1.10854	1.10789	1.10801	1626	0	2
2024.09.05	03:00:00	1.10800	1.10819	1.10757	1.10792	2599	0	2
2024.09.05	04:00:00	1.10792	1.10855	1.10774	1.10789	2794	0	2
2024.09.05	05:00:00	1.10788	1.10834	1.10783	1.10798	1778	0	2
2024.09.05	06:00:00	1.10797	1.10797	1.10762	1.10770	1356	0	2
2024.09.05	07:00:00	1.10769	1.10779	1.10746	1.10769	1112	0	2
2024.09.05	08:00:00	1.10768	1.10807	1.10766	1.10802	1586	0	2
2024.09.05	09:00:00	1.10801	1.10883	1.10796	1.10836	4116	0	2
2024.09.05	10:00:00	1.10836	1.10903	1.10797	1.10871	5251	0	2
2024.09.05	11:00:00	1.10870	1.11002	1.10840	1.10991	4679	0	2
2024.09.05	12:00:00	1.10990	1.11006	1.10927	1.10946	3992	0	2
2024.09.05	13:00:00	1.10946	1.10996	1.10922	1.10989	2723	0	2
2024.09.05	14:00:00	1.10988	1.11082	1.10930	1.10951	3432	0	2
2024.09.05	15:00:00	1.10950	1.11197	1.10870	1.10924	11114	0	2
2024.09.05	16:00:00	1.10923	1.11083	1.10904	1.11053	8304	0	2
2024.09.05	17:00:00	1.11054	1.11056	1.10762	1.10796	11264	0	2
2024.09.05	18:00:00	1.10796	1.10958	1.10781	1.10953	5852	0	2
2024.09.05	19:00:00	1.10953	1.11052	1.10953	1.11009	3629	0	2
2024.09.05	20:00:00	1.11009	1.11072	1.10995	1.11067	3064	0	2
2024.09.05	21:00:00	1.11068	1.11133	1.11025	1.11042	2315	0	2
2024.09.05	22:00:00	1.11040	1.11077	1.11028	1.11037	2496	0	2
2024.09.05	23:00:00	1.11037	1.11112	1.11037	1.11109	1025	0	2
2024.09.06	00:00:00	1.11092	1.11114	1.11084	1.11090	355	0	7
2024.09.06	01:00:00	1.11089	1.11111	1.11085	1.11096	565	0	2
2024.09.06	02:00:00	1.11097	1.11124	1.11085	1.11109	747	0	2
2024.09.06	03:00:00	1.11110	1.11147	1.11095	1.11133	1869	0	2
2024.09.06	04:00:00	1.11133	1.11140	1.11099	1.11106	1595	0	2
2024.09.06	05:00:00	1.11105	1.11127	1.11092	1.11111	1094	0	2
2024.09.06	06:00:00	1.11112	1.11162	1.11109	1.11152	1047	0	2
2024.09.06	07:00:00	1.11151	1.11176	1.11137	1.11158	989	0	2
2024.09.06	08:00:00	1.11159	1.11186	1.11139	1.11170	1596	0	2
2024.09.06	09:00:00	1.11170	1.11208	1.11141	1.11206	2641	0	2
2024.09.06	10:00:00	1.11206	1.11206	1.11107	1.11158	4088	0	2
2024.09.06	11:00:00	1.11159	1.11209	1.11129	1.11173	3593	0	2
2024.09.06	12:00:00	1.11173	1.11173	1.11074	1.11133	3280	0	2
2024.09.06	13:00:00	1.11133	1.11137	1.11068	1.11074	2936	0	2
2024.09.06	14:00:00	1.11075	1.11097	1.11026	1.11069	3525	0	2
2024.09.06	15:00:00	1.11069	1.11554	1.10777	1.11208	16654	0	2
2024.09.06	16:00:00	1.11209	1.11255	1.10655	1.10831	17593	0	2
2024.09.06	17:00:00	1.10833	1.11132	1.10731	1.11017	16002	0	2
2024.09.06	18:00:00	1.11018	1.11350	1.10830	1.10856	17337	0	2
2024.09.06	19:00:00	1.10855	1.10855	1.10696	1.10767	6193	0	2
2024.09.06	20:00:00	1.10767	1.10894	1.10696	1.10846	4902	0	2
2024.09.06	21:00:00	1.10846	1.10869	1.10780	1.10861	4129	0	2
2024.09.06	22:00:00	1.10861	1.10894	1.10822	1.10884	3249	0	2
2024.09.06	23:00:00	1.10885	1.10888	1.10845	1.10861	1672	0	2
2024.09.09	00:00:00	1.10797	1.10835	1.10796	1.10831	319	0	27
2024.09.09	01:00:00	1.10828	1.10905	1.10819	1.10867	1724	0	2
2024.09.09	02:00:00	1.10868	1.10909	1.10865	1.10866	2516	0	2
2024.09.09	03:00:00	1.10866	1.10911	1.10824	1.10832	2442	0	2
2024.09.09	04:00:00	1.10832	1.10910	1.10812	1.10821	3004	0	2
2024.09.09	05:00:00	1.10822	1.10832	1.10805	1.10807	1353	0	2
2024.09.09	06:00:00	1.10807	1.10817	1.10786	1.10799	1112	0	2
2024.09.09	07:00:00	1.10799	1.10802	1.10745	1.10757	1167	0	2
2024.09.09	08:00:00	1.10757	1.10759	1.10688	1.10690	1334	0	2
2024.09.09	09:00:00	1.10690	1.10718	1.10605	1.10645	3236	0	2
2024.09.09	10:00:00	1.10645	1.10663	1.10549	1.10592	5577	0	2
2024.09.09	11:00:00	1.10591	1.10625	1.10455	1.10476	4628	0	2
2024.09.09	12:00:00	1.10475	1.10589	1.10456	1.10562	3552	0	2
2024.09.09	13:00:00	1.10561	1.10567	1.10368	1.10402	3680	0	2
2024.09.09	14:00:00	1.10402	1.10450	1.10356	1.10447	3093	0	2
2024.09.09	15:00:00	1.10446	1.10490	1.10379	1.10396	4834	0	2
2024.09.09	16:00:00	1.10395	1.10522	1.10393	1.10469	5255	0	2
2024.09.09	17:00:00	1.10469	1.10470	1.10339	1.10420	6238	0	2
2024.09.09	18:00:00	1.10420	1.10449	1.10353	1.10413	4478	0	2
2024.09.09	19:00:00	1.10414	1.10507	1.10414	1.10488	3052	0	2
2024.09.09	20:00:00	1.10488	1.10537	1.10434	1.10435	2694	0	2
2024.09.09	21:00:00	1.10436	1.10463	1.10415	1.10428	2125	0	2
2024.09.09	22:00:00	1.10429	1.10430	1.10374	1.10381	2120	0	2
2024.09.09	23:00:00	1.10379	1.10393	1.10339	1.10351	1361	0	2
2024.09.10	00:00:00	1.10337	1.10377	1.10336	1.10368	513	0	8
2024.09.10	01:00:00	1.10367	1.10396	1.10351	1.10377	683	0	2
2024.09.10	02:00:00	1.10378	1.10383	1.10344	1.10352	675	0	2
2024.09.10	03:00:00	1.10352	1.10353	1.10282	1.10307	2024	0	2
2024.09.10	04:00:00	1.10307	1.10353	1.10305	1.10348	1795	0	2
2024.09.10	05:00:00	1.10348	1.10361	1.10326	1.10347	1080	0	2
2024.09.10	06:00:00	1.10348	1.10391	1.10348	1.10384	849	0	2
2024.09.10	07:00:00	1.10385	1.10406	1.10359	1.10400	613	0	2
2024.09.10	08:00:00	1.10399	1.10426	1.10380	1.10395	1205	0	2
2024.09.10	09:00:00	1.10395	1.10495	1.10337	1.10495	3268	0	2
2024.09.10	10:00:00	1.10494	1.10494	1.10367	1.10370	4557	0	2
2024.09.10	11:00:00	1.10370	1.10400	1.10335	1.10377	3452	0	2
2024.09.10	12:00:00	1.10377	1.10422	1.10323	1.10384	2881	0	2
2024.09.10	13:00:00	1.10385	1.10418	1.10337	1.10404	2320	0	2
2024.09.10	14:00:00	1.10404	1.10439	1.10266	1.10312	3331	0	2
2024.09.10	15:00:00	1.10311	1.10368	1.10265	1.10298	5368	0	2
2024.09.10	16:00:00	1.10298	1.10350	1.10174	1.10196	5749	0	2
2024.09.10	17:00:00	1.10196	1.10235	1.10151	1.10185	6630	0	2
2024.09.10	18:00:00	1.10186	1.10272	1.10172	1.10249	4089	0	2
2024.09.10	19:00:00	1.10248	1.10289	1.10225	1.10266	2990	0	2
2024.09.10	20:00:00	1.10265	1.10278	1.10226	1.10230	2677	0	2
2024.09.10	21:00:00	1.10230	1.10270	1.10206	1.10244	2067	0	2
2024.09.10	22:00:00	1.10245	1.10275	1.10221	1.10267	2154	0	2
2024.09.10	23:00:00	1.10268	1.10268	1.10185	1.10189	1141	0	2
2024.09.11	00:00:00	1.10193	1.10194	1.10189	1.10192	48	0	7
2024.09.11	01:00:00	1.10196	1.10216	1.10193	1.10198	671	0	2
2024.09.11	02:00:00	1.10199	1.10237	1.10193	1.10201	797	0	2
2024.09.11	03:00:00	1.10200	1.10227	1.10167	1.10201	2165	0	2
2024.09.11	04:00:00	1.10202	1.10401	1.10182	1.10367	3423	0	2
2024.09.11	05:00:00	1.10368	1.10445	1.10326	1.10331	2622	0	2
2024.09.11	06:00:00	1.10331	1.10425	1.10315	1.10385	1719	0	2
2024.09.11	07:00:00	1.10385	1.10471	1.10378	1.10465	1997	0	2
2024.09.11	08:00:00	1.10465	1.10515	1.10425	1.10436	2291	0	2
2024.09.11	09:00:00	1.10435	1.10490	1.10407	1.10451	3300	0	2
2024.09.11	10:00:00	1.10451	1.10519	1.10403	1.10412	4630	0	2
2024.09.11	11:00:00	1.10410	1.10479	1.10366	1.10438	3918	0	2
2024.09.11	12:00:00	1.10438	1.10489	1.10419	1.10420	3245	0	2
2024.09.11	13:00:00	1.10420	1.10490	1.10386	1.10487	2913	0	2
2024.09.11	14:00:00	1.10487	1.10549	1.10427	1.10436	3327	0	2
2024.09.11	15:00:00	1.10436	1.10488	1.10032	1.10163	14806	0	2
2024.09.11	16:00:00	1.10162	1.10263	1.10097	1.10129	11678	0	2
2024.09.11	17:00:00	1.10128	1.10153	1.10020	1.10103	11098	0	2
2024.09.11	18:00:00	1.10103	1.10167	1.10076	1.10121	6085	0	2
2024.09.11	19:00:00	1.10121	1.10177	1.10098	1.10159	4271	0	2
2024.09.11	20:00:00	1.10159	1.10209	1.10150	1.10184	4634	0	2
2024.09.11	21:00:00	1.10185	1.10227	1.10179	1.10181	2892	0	2
2024.09.11	22:00:00	1.10181	1.10264	1.10159	1.10174	2885	0	2
2024.09.11	23:00:00	1.10173	1.10180	1.10140	1.10142	1246	0	2
2024.09.12	00:00:00	1.10123	1.10139	1.10117	1.10117	225	0	5
2024.09.12	01:00:00	1.10127	1.10156	1.10113	1.10123	548	0	2
2024.09.12	02:00:00	1.10123	1.10129	1.10102	1.10102	770	0	2
2024.09.12	03:00:00	1.10101	1.10117	1.10059	1.10068	1661	0	2
2024.09.12	04:00:00	1.10068	1.10129	1.10065	1.10111	1800	0	2
2024.09.12	05:00:00	1.10111	1.10123	1.10076	1.10098	1400	0	2
2024.09.12	06:00:00	1.10098	1.10140	1.10097	1.10136	923	0	2
2024.09.12	07:00:00	1.10136	1.10169	1.10135	1.10163	755	0	2
2024.09.12	08:00:00	1.10163	1.10220	1.10150	1.10220	1298	0	2
2024.09.12	09:00:00	1.10220	1.10238	1.10077	1.10082	2981	0	2
2024.09.12	10:00:00	1.10083	1.10158	1.10059	1.10076	4854	0	2
2024.09.12	11:00:00	1.10076	1.10218	1.10054	1.10155	4090	0	2
2024.09.12	12:00:00	1.10156	1.10201	1.10127	1.10146	3281	0	2
2024.09.12	13:00:00	1.10145	1.10235	1.10144	1.10217	2675	0	2
2024.09.12	14:00:00	1.10217	1.10235	1.10129	1.10138	3070	0	2
2024.09.12	15:00:00	1.10137	1.10324	1.10081	1.10250	11781	0	2
2024.09.12	16:00:00	1.10251	1.10406	1.10245	1.10368	10433	0	2
2024.09.12	17:00:00	1.10369	1.10473	1.10297	1.10399	7696	0	2
2024.09.12	18:00:00	1.10399	1.10427	1.10307	1.10401	4667	0	2
2024.09.12	19:00:00	1.10400	1.10480	1.10369	1.10461	3554	0	2
2024.09.12	20:00:00	1.10462	1.10567	1.10424	1.10563	4486	0	2
2024.09.12	21:00:00	1.10562	1.10625	1.10512	1.10608	4777	0	2
2024.09.12	22:00:00	1.10607	1.10717	1.10599	1.10703	4058	0	2
2024.09.12	23:00:00	1.10704	1.10750	1.10684	1.10731	1821	0	2
2024.09.13	00:00:00	1.10734	1.10742	1.10718	1.10736	108	0	5
2024.09.13	01:00:00	1.10736	1.10759	1.10703	1.10718	950	0	2
2024.09.13	02:00:00	1.10718	1.10791	1.10716	1.10789	1482	0	2
2024.09.13	03:00:00	1.10789	1.10874	1.10775	1.10871	2399	0	2
2024.09.13	04:00:00	1.10871	1.10891	1.10803	1.10818	2398	0	2
2024.09.13	05:00:00	1.10818	1.10899	1.10793	1.10868	2193	0	2
2024.09.13	06:00:00	1.10867	1.10901	1.10840	1.10869	1476	0	2
2024.09.13	07:00:00	1.10869	1.10883	1.10840	1.10844	1225	0	2
2024.09.13	08:00:00	1.10844	1.10862	1.10815	1.10825	1566	0	2
2024.09.13	09:00:00	1.10824	1.10846	1.10744	1.10788	3452	0	2
2024.09.13	10:00:00	1.10789	1.10942	1.10730	1.10924	4823	0	2
2024.09.13	11:00:00	1.10923	1.10940	1.10858	1.10927	4153	0	2
2024.09.13	12:00:00	1.10927	1.11009	1.10882	1.10919	4559	0	2
2024.09.13	13:00:00	1.10918	1.10973	1.10868	1.10905	3493	0	2
2024.09.13	14:00:00	1.10906	1.10930	1.10811	1.10842	4163	0	2
2024.09.13	15:00:00	1.10844	1.10935	1.10792	1.10929	6545	0	2
2024.09.13	16:00:00	1.10929	1.11018	1.10878	1.10945	9222	0	2
2024.09.13	17:00:00	1.10944	1.10951	1.10843	1.10889	10549	0	2
2024.09.13	18:00:00	1.10889	1.10918	1.10819	1.10843	5740	0	2
2024.09.13	19:00:00	1.10844	1.10850	1.10768	1.10840	4640	0	2
2024.09.13	20:00:00	1.10839	1.10859	1.10801	1.10816	2754	0	2
2024.09.13	21:00:00	1.10815	1.10845	1.10767	1.10780	2460	0	2
2024.09.13	22:00:00	1.10779	1.10813	1.10760	1.10778	2765	0	2
2024.09.13	23:00:00	1.10779	1.10782	1.10728	1.10744	1185	0	2
2024.09.16	00:00:00	1.10763	1.10769	1.10741	1.10757	599	0	28
2024.09.16	01:00:00	1.10758	1.10874	1.10755	1.10868	1323	0	2
2024.09.16	02:00:00	1.10868	1.10895	1.10849	1.10873	1056	0	2
2024.09.16	03:00:00	1.10872	1.10924	1.10870	1.10894	1644	0	2
2024.09.16	04:00:00	1.10893	1.10925	1.10874	1.10878	1450	0	2
2024.09.16	05:00:00	1.10877	1.10910	1.10866	1.10890	1010	0	2
2024.09.16	06:00:00	1.10891	1.11048	1.10879	1.11040	2011	0	2
2024.09.16	07:00:00	1.11039	1.11047	1.10969	1.10971	1672	0	2
2024.09.16	08:00:00	1.10971	1.10996	1.10957	1.10983	1157	0	2
2024.09.16	09:00:00	1.10983	1.11158	1.10975	1.11144	3614	0	2
2024.09.16	10:00:00	1.11145	1.11197	1.11095	1.11150	4000	0	2
2024.09.16	11:00:00	1.11149	1.11261	1.11138	1.11227	4188	0	2
2024.09.16	12:00:00	1.11228	1.11289	1.11180	1.11205	3866	0	2
2024.09.16	13:00:00	1.11206	1.11281	1.11200	1.11220	3222	0	2
2024.09.16	14:00:00	1.11220	1.11256	1.11158	1.11237	3123	0	2
2024.09.16	15:00:00	1.11237	1.11327	1.11164	1.11249	6330	0	2
2024.09.16	16:00:00	1.11250	1.11375	1.11226	1.11294	6945	0	2
2024.09.16	17:00:00	1.11294	1.11306	1.11180	1.11238	6106	0	2
2024.09.16	18:00:00	1.11238	1.11243	1.11165	1.11226	4295	0	2
2024.09.16	19:00:00	1.11225	1.11301	1.11194	1.11288	3880	0	2
2024.09.16	20:00:00	1.11289	1.11301	1.11161	1.11234	3184	0	2
2024.09.16	21:00:00	1.11234	1.11245	1.11197	1.11207	2756	0	2
2024.09.16	22:00:00	1.11207	1.11298	1.11186	1.11288	2437	0	2
2024.09.16	23:00:00	1.11289	1.11335	1.11279	1.11327	1058	0	2
2024.09.17	00:00:00	1.11321	1.11321	1.11302	1.11306	241	0	6
2024.09.17	01:00:00	1.11306	1.11313	1.11268	1.11272	715	0	2
2024.09.17	02:00:00	1.11274	1.11299	1.11232	1.11291	1332	0	2
2024.09.17	03:00:00	1.11291	1.11312	1.11218	1.11230	2029	0	2
2024.09.17	04:00:00	1.11228	1.11296	1.11226	1.11278	1722	0	2
2024.09.17	05:00:00	1.11277	1.11297	1.11247	1.11271	1320	0	2
2024.09.17	06:00:00	1.11268	1.11284	1.11228	1.11239	1294	0	2
2024.09.17	07:00:00	1.11240	1.11245	1.11217	1.11243	1085	0	2
2024.09.17	08:00:00	1.11243	1.11289	1.11219	1.11266	1348	0	2
2024.09.17	09:00:00	1.11269	1.11333	1.11209	1.11209	3131	0	2
2024.09.17	10:00:00	1.11208	1.11379	1.11157	1.11362	4946	0	2
2024.09.17	11:00:00	1.11361	1.11461	1.11329	1.11447	3791	0	2
2024.09.17	12:00:00	1.11443	1.11449	1.11346	1.11380	4046	0	2
2024.09.17	13:00:00	1.11381	1.11399	1.11317	1.11342	3088	0	2
2024.09.17	14:00:00	1.11342	1.11427	1.11301	1.11386	3226	0	2
2024.09.17	15:00:00	1.11387	1.11437	1.11178	1.11247	11574	0	2
2024.09.17	16:00:00	1.11248	1.11278	1.11115	1.11132	9949	0	2
2024.09.17	17:00:00	1.11132	1.11283	1.11132	1.11245	8664	0	2
2024.09.17	18:00:00	1.11248	1.11263	1.11152	1.11174	5775	0	2
2024.09.17	19:00:00	1.11173	1.11216	1.11150	1.11194	4577	0	2
2024.09.17	20:00:00	1.11194	1.11208	1.11109	1.11161	4143	0	2
2024.09.17	21:00:00	1.11160	1.11226	1.11154	1.11222	3726	0	2
2024.09.17	22:00:00	1.11223	1.11235	1.11147	1.11157	2972	0	2
2024.09.17	23:00:00	1.11158	1.11168	1.11126	1.11130	1413	0	2
2024.09.18	00:00:00	1.11133	1.11156	1.11130	1.11131	387	0	8
2024.09.18	01:00:00	1.11139	1.11188	1.11136	1.11181	504	0	2
2024.09.18	02:00:00	1.11181	1.11239	1.11179	1.11220	841	0	2
2024.09.18	03:00:00	1.11220	1.11287	1.11215	1.11270	1973	0	2
2024.09.18	04:00:00	1.11271	1.11304	1.11252	1.11278	1786	0	2
2024.09.18	05:00:00	1.11279	1.11287	1.11248	1.11280	1220	0	2
2024.09.18	06:00:00	1.11280	1.11286	1.11253	1.11262	944	0	2
2024.09.18	07:00:00	1.11262	1.11263	1.11199	1.11201	741	0	2
2024.09.18	08:00:00	1.11199	1.11216	1.11176	1.11207	1120	0	2
2024.09.18	09:00:00	1.11207	1.11261	1.11152	1.11187	3793	0	2
2024.09.18	10:00:00	1.11186	1.11312	1.11174	1.11312	4813	0	2
2024.09.18	11:00:00	1.11312	1.11333	1.11278	1.11297	4185	0	2
2024.09.18	12:00:00	1.11297	1.11400	1.11268	1.11382	3722	0	2
2024.09.18	13:00:00	1.11381	1.11387	1.11297	1.11300	2738	0	2
2024.09.18	14:00:00	1.11300	1.11302	1.11224	1.11244	3120	0	2
2024.09.18	15:00:00	1.11243	1.11286	1.11179	1.11222	3932	0	2
2024.09.18	16:00:00	1.11223	1.11398	1.11223	1.11352	5335	0	2
2024.09.18	17:00:00	1.11353	1.11362	1.11081	1.11179	6728	0	2
2024.09.18	18:00:00	1.11180	1.11221	1.11117	1.11157	4609	0	2
2024.09.18	19:00:00	1.11157	1.11262	1.11154	1.11243	3044	0	2
2024.09.18	20:00:00	1.11242	1.11305	1.11171	1.11232	4187	0	2
2024.09.18	21:00:00	1.11247	1.11892	1.11241	1.11489	31001	0	2
2024.09.18	22:00:00	1.11488	1.11490	1.10966	1.11058	22974	0	2
2024.09.18	23:00:00	1.11055	1.11205	1.11044	1.11178	3646	0	2
2024.09.19	00:00:00	1.11127	1.11174	1.11102	1.11161	366	0	11
2024.09.19	01:00:00	1.11161	1.11239	1.11150	1.11217	1629	0	2
2024.09.19	02:00:00	1.11217	1.11219	1.11110	1.11138	1848	0	2
2024.09.19	03:00:00	1.11139	1.11166	1.10787	1.10815	5544	0	2
2024.09.19	04:00:00	1.10815	1.10857	1.10685	1.10833	4945	0	2
2024.09.19	05:00:00	1.10831	1.11036	1.10831	1.11018	4238	0	2
2024.09.19	06:00:00	1.11019	1.11193	1.10994	1.11184	3352	0	2
2024.09.19	07:00:00	1.11185	1.11213	1.11149	1.11201	2311	0	2
2024.09.19	08:00:00	1.11202	1.11312	1.11201	1.11309	3180	0	2
2024.09.19	09:00:00	1.11309	1.11452	1.11288	1.11452	5986	0	2
2024.09.19	10:00:00	1.11453	1.11530	1.11400	1.11458	8007	0	2
2024.09.19	11:00:00	1.11457	1.11691	1.11449	1.11626	6209	0	2
2024.09.19	12:00:00	1.11625	1.11787	1.11622	1.11778	5476	0	2
2024.09.19	13:00:00	1.11778	1.11787	1.11685	1.11701	4553	0	2
2024.09.19	14:00:00	1.11704	1.11760	1.11520	1.11579	7385	0	2
2024.09.19	15:00:00	1.11578	1.11583	1.11256	1.11259	11296	0	2
2024.09.19	16:00:00	1.11259	1.11406	1.11173	1.11219	11826	0	2
2024.09.19	17:00:00	1.11219	1.11332	1.11164	1.11292	10905	0	2
2024.09.19	18:00:00	1.11293	1.11487	1.11255	1.11468	7253	0	2
2024.09.19	19:00:00	1.11468	1.11584	1.11451	1.11555	5049	0	2
2024.09.19	20:00:00	1.11554	1.11613	1.11523	1.11606	4259	0	2
2024.09.19	21:00:00	1.11607	1.11679	1.11607	1.11655	3577	0	2
2024.09.19	22:00:00	1.11654	1.11667	1.11587	1.11621	3714	0	2
2024.09.19	23:00:00	1.11620	1.11643	1.11604	1.11622	1366	0	2
2024.09.20	00:00:00	1.11613	1.11616	1.11599	1.11615	128	0	5
2024.09.20	01:00:00	1.11620	1.11625	1.11603	1.11608	625	0	2
2024.09.20	02:00:00	1.11608	1.11609	1.11583	1.11594	879	0	2
2024.09.20	03:00:00	1.11594	1.11616	1.11572	1.11604	2104	0	2
2024.09.20	04:00:00	1.11604	1.11640	1.11582	1.11591	2728	0	2
2024.09.20	05:00:00	1.11592	1.11634	1.11572	1.11614	2026	0	2
2024.09.20	06:00:00	1.11613	1.11692	1.11612	1.11656	2660	0	2
2024.09.20	07:00:00	1.11657	1.11679	1.11637	1.11649	1226	0	2
2024.09.20	08:00:00	1.11650	1.11665	1.11610	1.11638	2011	0	2
2024.09.20	09:00:00	1.11642	1.11784	1.11642	1.11764	5527	0	2
2024.09.20	10:00:00	1.11763	1.11819	1.11594	1.11627	6818	0	2
2024.09.20	11:00:00	1.11626	1.11691	1.11523	1.11644	6171	0	2
2024.09.20	12:00:00	1.11645	1.11661	1.11570	1.11608	3842	0	2
2024.09.20	13:00:00	1.11607	1.11629	1.11550	1.11592	3570	0	2
2024.09.20	14:00:00	1.11591	1.11623	1.11540	1.11614	3530	0	2
2024.09.20	15:00:00	1.11615	1.11769	1.11615	1.11744	5482	0	2
